target,split,mae,mse,rmse,r2
CHEMBL279,train,0.4162659005287184,0.2879001836709011,0.5365633081668006,0.7969313492333884
CHEMBL279,scaffold,0.7576775193908132,0.8583998794826398,0.9264987207128997,0.18518035054217263
CHEMBL279,random,0.7613709699706566,0.9546897353960501,0.9770822562077617,0.05599782082268934
