target,split,mae,mse,rmse,r2
CHEMBL240,train,0.3343290090448892,0.17514946586148605,0.4185086210121436,0.7429659301994835
CHEMBL240,scaffold,0.5677035184898868,0.5104682291221924,0.7144705936021386,0.381267834761962
CHEMBL240,random,0.5297436964972903,0.4879916375373973,0.6985639824220808,0.40256029761736933
