target,split,mae,mse,rmse,r2
CHEMBL4005,train,0.4530826472447199,0.32044727958300473,0.5660806299309354,0.7756783629534217
CHEMBL4005,scaffold,0.6100596504246358,0.6356410612688481,0.7972710086719873,0.4590552333755621
CHEMBL4005,random,0.5519447387332672,0.500901709378229,0.7077440987943516,0.575804581214558
