target,split,mae,mse,rmse,r2
CHEMBL4078,train,0.3909206347515359,0.24999418084257943,0.49999418080871644,0.8052539224746639
CHEMBL4078,scaffold,0.7047634541138025,0.802166603293238,0.8956375401317421,0.258771538961866
CHEMBL4078,random,0.5726580680313931,0.5502214769013696,0.7417691533768236,0.567581744324677
