target,split,mae,mse,rmse,r2
CHEMBL5763,train,0.3289599112591713,0.18867961439635933,0.43437266764422383,0.8062817251609471
CHEMBL5763,scaffold,0.6232972226339333,0.7399642766853114,0.8602117626987621,0.3868695319475641
CHEMBL5763,random,0.5312679694166808,0.5020798171056073,0.7085759077936585,0.5387975544273497
