target,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL279,train,0.954719387755102,0.9802994483845547,0.9643410852713178,0.9722547870261821,0.9857314148681056,0.9969811485735338
CHEMBL279,scaffold,0.7840735068912711,0.8336520076481836,0.889795918367347,0.8608094768015795,0.7608864404657567,0.8864746857194306
CHEMBL279,random,0.8425076452599388,0.886654478976234,0.9220532319391636,0.9040074557315937,0.8179583531368821,0.9331742294343878
