target,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL4005,train,0.9847560975609756,0.9960238568588469,0.9842829076620825,0.9901185770750988,0.999361827245633,0.9998198803051295
CHEMBL4005,scaffold,0.8003663003663004,0.8628841607565012,0.8774038461538461,0.8700834326579261,0.8035318047337278,0.9063024894415638
CHEMBL4005,random,0.8555758683729433,0.908675799086758,0.9107551487414187,0.9097142857142857,0.881214894944872,0.9594751896600696
