target,fingerprint,split,mae,mse,rmse,r2
CHEMBL4005,ECFP,train,0.43865424270098163,0.34413907616982436,0.5866336814144107,0.7165118293504397
CHEMBL4005,ECFP,scaffold,0.5883284678115289,0.5956023783179987,0.7717527961193265,0.49312904849625705
CHEMBL4005,ECFP,random,0.5018441242706784,0.4259478607886585,0.6526468116743225,0.6392802663574593
CHEMBL4005,MACCS Keys,train,0.4833045972852864,0.4121035998082931,0.6419529576287448,0.6605253407198071
CHEMBL4005,MACCS Keys,scaffold,0.6593119308709758,0.7136568532579409,0.8447821336048371,0.392662048664811
CHEMBL4005,MACCS Keys,random,0.5504343021197712,0.520708528401844,0.7216013639135143,0.5590309073914856
CHEMBL4005,AP2,train,0.5414146347937581,0.4922302763991749,0.7015912459539208,0.5945201511325346
CHEMBL4005,AP2,scaffold,0.6487830482815506,0.7033161653376977,0.8386394727996636,0.40146220547435696
CHEMBL4005,AP2,random,0.5684215096461344,0.5318652652528433,0.7292909332035078,0.5495826731926778
CHEMBL4005,AP3,train,0.5257791176994867,0.46714118126507714,0.6834772719447788,0.6151875561885891
CHEMBL4005,AP3,scaffold,0.6533712003712362,0.6991898727255095,0.8361757427272747,0.40497377281972113
CHEMBL4005,AP3,random,0.554379229291771,0.5054730732269681,0.7109662954226228,0.5719332596240536
CHEMBL4005,AP2+AP3,train,0.48850611928445,0.411217310045691,0.641262278670507,0.6612554312002659
CHEMBL4005,AP2+AP3,scaffold,0.6164864945072738,0.6357534624753481,0.7973414967724608,0.4589595774336739
CHEMBL4005,AP2+AP3,random,0.5268431811309224,0.4665423942008738,0.683039086876347,0.604902234143176
