target,fingerprint,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL4005,ECFP,train,0.8939670932358318,0.9782608695652174,0.8830455259026687,0.9282178217821783,0.9698668400497906,0.9911070488859831
CHEMBL4005,ECFP,scaffold,0.76007326007326,0.9305135951661632,0.7403846153846154,0.8246318607764391,0.8453032544378698,0.9451950199594423
CHEMBL4005,ECFP,random,0.8574040219378428,0.9567430025445293,0.8604118993135011,0.9060240963855422,0.9174745163303515,0.9774415812662791
CHEMBL4005,MACCS Keys,train,0.8781230956733699,0.9786096256684492,0.8618524332810047,0.9165275459098498,0.9610187399210366,0.9883301273456611
CHEMBL4005,MACCS Keys,scaffold,0.7307692307692307,0.8586666666666667,0.7740384615384616,0.8141592920353983,0.7910133136094675,0.9276212451333598
CHEMBL4005,MACCS Keys,random,0.8244972577696527,0.9273182957393483,0.8466819221967964,0.8851674641148325,0.8934054503848553,0.9643757623441889
CHEMBL4005,AP2,train,0.8226691042047533,0.9804496578690127,0.7872841444270016,0.8733130169786678,0.9453639976216855,0.9831593607785709
CHEMBL4005,AP2,scaffold,0.6794871794871795,0.9198606271777003,0.6346153846153846,0.7510668563300142,0.8109652366863904,0.9304786763039549
CHEMBL4005,AP2,random,0.7842778793418648,0.9596541786743515,0.7620137299771167,0.8494897959183674,0.8908882879134594,0.9675547090628387
CHEMBL4005,AP3,train,0.8476538695917124,0.9767225325884544,0.8233908948194663,0.893526405451448,0.9524155291963778,0.9849136496854001
CHEMBL4005,AP3,scaffold,0.7454212454212454,0.9134328358208955,0.7355769230769231,0.8149134487350199,0.8164755917159763,0.9328630424937033
CHEMBL4005,AP3,random,0.8263254113345521,0.9596774193548387,0.816933638443936,0.8825710754017305,0.9111920116496776,0.9730101084813285
CHEMBL4005,AP2+AP3,train,0.8452163315051797,0.9775280898876404,0.8194662480376766,0.8915456874466268,0.9574191864966486,0.9869691279817052
CHEMBL4005,AP2+AP3,scaffold,0.7289377289377289,0.9294871794871795,0.6971153846153846,0.7967032967032966,0.8258875739644971,0.9376164500283636
CHEMBL4005,AP2+AP3,random,0.8080438756855576,0.9585635359116023,0.7940503432494279,0.8685857321652065,0.9102142708550031,0.9713599157360311
