target,fingerprint,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL279,ECFP,train,0.9087200407955125,0.9743252139565504,0.9135802469135802,0.942975469894871,0.9683374968321206,0.9930782724560598
CHEMBL279,ECFP,scaffold,0.7947932618683001,0.8771186440677966,0.8448979591836735,0.8607068607068608,0.8328346062351321,0.9214016940301785
CHEMBL279,ECFP,random,0.8623853211009175,0.9308300395256917,0.8954372623574145,0.9127906976744186,0.8984672053231939,0.9718340956488452
CHEMBL279,MACCS Keys,train,0.8903620601733809,0.974341661039838,0.8907407407407407,0.9306675266043212,0.95312443430723,0.9897984968298659
CHEMBL279,MACCS Keys,scaffold,0.7549770290964778,0.8125,0.8755102040816326,0.8428290766208252,0.7874796544384625,0.9160866025305996
CHEMBL279,MACCS Keys,random,0.8180428134556575,0.906187624750499,0.8631178707224335,0.8841285296981499,0.8655165755703422,0.9622650975603568
CHEMBL279,AP2,train,0.8577256501784803,0.9738515901060071,0.8506172839506173,0.9080724876441516,0.9295391187864306,0.9819616111153906
CHEMBL279,AP2,scaffold,0.781010719754977,0.8864142538975501,0.8122448979591836,0.8477103301384451,0.8055527732565417,0.9090664387731038
CHEMBL279,AP2,random,0.8027522935779816,0.9232409381663113,0.8231939163498099,0.8703517587939699,0.8696010575095058,0.9619280288235328
CHEMBL279,AP3,train,0.8612952575216726,0.973314606741573,0.8555555555555555,0.9106438896189225,0.9394337641649471,0.9853347171453988
CHEMBL279,AP3,scaffold,0.781010719754977,0.8592132505175983,0.8469387755102041,0.8530318602261048,0.8149680731188181,0.9192319301804712
CHEMBL279,AP3,random,0.8165137614678899,0.9356223175965666,0.8288973384030418,0.8790322580645161,0.8777700213878327,0.9661698114501689
CHEMBL279,AP2+AP3,train,0.8822029576746558,0.9753593429158111,0.8796296296296297,0.9250243427458618,0.950840845733319,0.9883408524094144
CHEMBL279,AP2+AP3,scaffold,0.8116385911179173,0.8783505154639175,0.8693877551020408,0.8738461538461538,0.8301615124577438,0.9235333683573218
CHEMBL279,AP2+AP3,random,0.8256880733944955,0.9238683127572016,0.8536121673003803,0.8873517786561265,0.883183816539924,0.9664074509112431
