target,fingerprint,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL5763,ECFP,train,0.8947040498442368,0.8324022346368715,0.7321867321867321,0.7790849673202614,0.9505307781601604,0.8667729710789013
CHEMBL5763,ECFP,scaffold,0.8614232209737828,0.8085106382978723,0.5757575757575758,0.672566371681416,0.8648989898989898,0.7542872559444933
CHEMBL5763,ECFP,random,0.8560747663551402,0.8108108108108109,0.6164383561643836,0.7003891050583657,0.8880691622354474,0.8211444096931783
CHEMBL5763,MACCS Keys,train,0.8809968847352025,0.716,0.8796068796068796,0.7894156560088202,0.955067413748549,0.8812409505849188
CHEMBL5763,MACCS Keys,scaffold,0.8445692883895131,0.689922480620155,0.6742424242424242,0.6819923371647509,0.8815675410824665,0.7796702121564616
CHEMBL5763,MACCS Keys,random,0.8411214953271028,0.6942675159235668,0.7465753424657534,0.7194719471947195,0.8824523717294079,0.7779992509301568
CHEMBL5763,AP2,train,0.8940809968847352,0.7775175644028103,0.8157248157248157,0.7961630695443646,0.9508835364428019,0.8681397791460452
CHEMBL5763,AP2,scaffold,0.8539325842696629,0.7410714285714286,0.6287878787878788,0.680327868852459,0.8739258254183628,0.7647304778678318
CHEMBL5763,AP2,random,0.8542056074766355,0.7463768115942029,0.7054794520547946,0.7253521126760564,0.8631369510863822,0.7692995801245712
CHEMBL5763,AP3,train,0.9046728971962616,0.7967289719626168,0.8378378378378378,0.8167664670658683,0.9569368275545237,0.8873021670842831
CHEMBL5763,AP3,scaffold,0.8445692883895131,0.7094017094017094,0.6287878787878788,0.6666666666666666,0.8555800542740841,0.7424550411947267
CHEMBL5763,AP3,random,0.8635514018691589,0.7829457364341085,0.6917808219178082,0.7345454545454545,0.8816600345106876,0.7922488704453196
CHEMBL5763,AP2+AP3,train,0.902803738317757,0.7911832946635731,0.8378378378378378,0.8138424821002387,0.9635561726546701,0.8985354555131833
CHEMBL5763,AP2+AP3,scaffold,0.8595505617977528,0.7614678899082569,0.6287878787878788,0.6887966804979253,0.8842718227046584,0.7772505107118363
CHEMBL5763,AP2+AP3,random,0.8598130841121495,0.7795275590551181,0.678082191780822,0.7252747252747253,0.8880515547416981,0.8032425972064544
