,mean,std
accuracy,0.7974690682982267,0.053056606292018124
precision,0.7485942305445706,0.16448540054220545
recall,0.6967274108886505,0.11545927962443588
f1,0.719363849088478,0.13496722044395035
auroc,0.8252057834267236,0.06181588125233133
auprc,0.7919870046261955,0.1560723182811504
