target,fingerprint,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL279,ECFP,train,0.898876404494382,0.9668087697929354,0.8961332204346599,0.9301303647282847,0.9672638323714347,0.9891354648354365
CHEMBL279,ECFP,scaffold,0.7442572741194488,0.8160469667318982,0.8510204081632653,0.8331668331668332,0.7404469763365469,0.9035616812606759
CHEMBL279,ECFP,random,0.7171253822629969,0.918918918918919,0.7110266159695817,0.8017148981779206,0.7318203422053233,0.930012130329922
CHEMBL279,MACCS Keys,train,0.8895484418062328,0.9612332112332113,0.8887948066610217,0.9235958351664467,0.9538340351034095,0.9842981086864626
CHEMBL279,MACCS Keys,scaffold,0.669218989280245,0.7784552845528455,0.7816326530612245,0.780040733197556,0.6802804557405785,0.867925739540887
CHEMBL279,MACCS Keys,random,0.6957186544342507,0.8920863309352518,0.7072243346007605,0.7889713679745494,0.7461160289923955,0.9289159730341776
CHEMBL279,AP2,train,0.8454526181895272,0.9405134627426425,0.8478690375388089,0.891791598634407,0.9201642175636292,0.9716744542787856
CHEMBL279,AP2,scaffold,0.6983154670750383,0.8033126293995859,0.7918367346938775,0.7975334018499486,0.67915362464004,0.876188602643408
CHEMBL279,AP2,random,0.6666666666666666,0.8908629441624365,0.6673003802281369,0.7630434782608696,0.6868242038973384,0.9048505327711456
CHEMBL279,AP3,train,0.8556285774856901,0.94858934169279,0.8540784645780413,0.8988563790286648,0.9322141555126335,0.9765155897023806
CHEMBL279,AP3,scaffold,0.7258805513016845,0.8167006109979633,0.8183673469387756,0.817533129459735,0.6995805684236885,0.8864076178711762
CHEMBL279,AP3,random,0.6712538226299695,0.9018087855297158,0.6634980988593155,0.764512595837897,0.6947852305133081,0.9149205846259333
CHEMBL279,AP2+AP3,train,0.8844604621581513,0.9592524509803921,0.8837143663561953,0.9199353606581461,0.9485675139356295,0.9825555167740669
CHEMBL279,AP2+AP3,scaffold,0.7243491577335375,0.8189300411522634,0.8122448979591836,0.8155737704918032,0.703142606735946,0.8879647638056686
CHEMBL279,AP2+AP3,random,0.6850152905198776,0.9020100502512562,0.6825095057034221,0.7770562770562771,0.7151556558935361,0.920621157842641
