target,fingerprint,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL4078,ECFP,train,0.8861464968152867,0.8688372093023256,0.865616311399444,0.8672237697307336,0.9532255383658205,0.9381411481774904
CHEMBL4078,ECFP,scaffold,0.7456258411843876,0.6941580756013745,0.6688741721854304,0.6812816188870152,0.7942589839467796,0.7313163243833484
CHEMBL4078,ECFP,random,0.842741935483871,0.8194945848375451,0.7721088435374149,0.7950963222416813,0.9135222978080121,0.8857610126004802
CHEMBL4078,MACCS Keys,train,0.8694267515923567,0.8416742493175614,0.8572752548656163,0.8494031221303948,0.947796446400773,0.9329878602361326
CHEMBL4078,MACCS Keys,scaffold,0.7496635262449529,0.6757575757575758,0.7384105960264901,0.7056962025316456,0.7846443213046809,0.7093228559375205
CHEMBL4078,MACCS Keys,random,0.8333333333333334,0.785234899328859,0.7959183673469388,0.7905405405405406,0.9030083144368858,0.8774993543211236
CHEMBL4078,AP2,train,0.848328025477707,0.8261682242990654,0.8192771084337349,0.8227082363890181,0.9232631853302953,0.8979300574652377
CHEMBL4078,AP2,scaffold,0.7442799461641992,0.6842105263157895,0.6887417218543046,0.6864686468646864,0.7709074799897885,0.7145864166406932
CHEMBL4078,AP2,random,0.7943548387096774,0.7281553398058253,0.7653061224489796,0.746268656716418,0.8741496598639457,0.8371402222866066
CHEMBL4078,AP3,train,0.8590764331210191,0.8442545109211775,0.8239110287303059,0.8339587242026266,0.933022227942313,0.9131565965270372
CHEMBL4078,AP3,scaffold,0.7335127860026918,0.6710526315789473,0.6754966887417219,0.6732673267326733,0.7743801714946464,0.7135538155753942
CHEMBL4078,AP3,random,0.8091397849462365,0.7602739726027398,0.7551020408163265,0.757679180887372,0.8939304610733183,0.8596423498456849
CHEMBL4078,AP2+AP3,train,0.8654458598726115,0.8559077809798271,0.8257645968489342,0.840566037735849,0.9420582108346425,0.924090373237126
CHEMBL4078,AP2+AP3,scaffold,0.7456258411843876,0.6982456140350877,0.6589403973509934,0.6780238500851788,0.7764187352645252,0.7207802294424756
CHEMBL4078,AP2+AP3,random,0.8198924731182796,0.773972602739726,0.7687074829931972,0.7713310580204779,0.8954006046863189,0.8642152358294065
