target,fingerprint,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL5763,ECFP,train,0.8873574144486692,0.7449139280125195,0.8654545454545455,0.80067283431455,0.963161343161343,0.898087983999208
CHEMBL5763,ECFP,scaffold,0.8389513108614233,0.7090909090909091,0.5909090909090909,0.6446280991735537,0.8773556460123623,0.7642839725640098
CHEMBL5763,ECFP,random,0.8672897196261682,0.7862595419847328,0.7054794520547946,0.7436823104693141,0.8910272211853364,0.8221915531214224
CHEMBL5763,MACCS Keys,train,0.8702471482889734,0.7057949479940565,0.8636363636363636,0.776778413736713,0.9429571779571779,0.8620494616358884
CHEMBL5763,MACCS Keys,scaffold,0.846441947565543,0.7049180327868853,0.6515151515151515,0.6771653543307087,0.8755370872908186,0.761353086577172
CHEMBL5763,MACCS Keys,random,0.8299065420560747,0.6821192052980133,0.7054794520547946,0.6936026936026936,0.8679790118674509,0.7700587764544496
CHEMBL5763,AP2,train,0.8849809885931559,0.7532894736842105,0.8327272727272728,0.7910189982728842,0.9437071487071487,0.8618194731991744
CHEMBL5763,AP2,scaffold,0.8614232209737828,0.7377049180327869,0.6818181818181818,0.7086614173228346,0.8681686265641488,0.7652760786769666
CHEMBL5763,AP2,random,0.8523364485981308,0.7481481481481481,0.6917808219178082,0.7188612099644128,0.8495967883931402,0.7763617236525118
CHEMBL5763,AP3,train,0.8963878326996197,0.7794612794612794,0.8418181818181818,0.8094405594405595,0.9523786123786124,0.8809861632212238
CHEMBL5763,AP3,scaffold,0.848314606741573,0.7256637168141593,0.6212121212121212,0.6693877551020408,0.8597071460877431,0.7401627540014881
CHEMBL5763,AP3,random,0.8542056074766355,0.7615384615384615,0.678082191780822,0.717391304347826,0.8670282072049864,0.784176161937064
CHEMBL5763,AP2+AP3,train,0.9006653992395437,0.7827529021558872,0.8581818181818182,0.818733738074588,0.9588381888381888,0.8901814039568196
CHEMBL5763,AP2+AP3,scaffold,0.8520599250936329,0.7387387387387387,0.6212121212121212,0.6748971193415638,0.876338006935022,0.7667269030361189
CHEMBL5763,AP2+AP3,random,0.8579439252336448,0.7692307692307693,0.684931506849315,0.7246376811594203,0.8705144909673557,0.7936821363394593
