target,fingerprint,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL4005,ECFP,train,0.8845588235294117,0.9721407624633431,0.8703642927469643,0.9184415584415584,0.9614690913665895,0.9869406626558276
CHEMBL4005,ECFP,scaffold,0.7692307692307693,0.9119318181818182,0.7716346153846154,0.8359375,0.8520525147928995,0.947751185616456
CHEMBL4005,ECFP,random,0.8391224862888482,0.9351620947630923,0.8581235697940504,0.8949880668257757,0.9056376118161016,0.9747197038459587
CHEMBL4005,MACCS Keys,train,0.8649509803921569,0.9605166051660516,0.8542829012143092,0.9042904290429042,0.9406762590979464,0.9794734651530212
CHEMBL4005,MACCS Keys,scaffold,0.7380952380952381,0.8257756563245824,0.8317307692307693,0.8287425149700599,0.7985207100591716,0.9299586761013235
CHEMBL4005,MACCS Keys,random,0.8281535648994516,0.9152542372881356,0.8649885583524027,0.8894117647058823,0.8802475556480132,0.9617200013563318
CHEMBL4005,AP2,train,0.8401960784313726,0.9621767657275183,0.8181818181818182,0.8843561546647748,0.9289622312712329,0.974870356027272
CHEMBL4005,AP2,scaffold,0.73992673992674,0.8936781609195402,0.7475961538461539,0.8141361256544503,0.8014238165680474,0.9296837331010913
CHEMBL4005,AP2,random,0.8135283363802559,0.941952506596306,0.816933638443936,0.875,0.8740794674433119,0.9636397003035803
CHEMBL4005,AP3,train,0.8539215686274509,0.9629769550434454,0.8365605513619954,0.895328415876361,0.937127309454239,0.9779485189469563
CHEMBL4005,AP3,scaffold,0.7454212454212454,0.8794520547945206,0.7716346153846154,0.8220230473751601,0.8102440828402366,0.9291875729918078
CHEMBL4005,AP3,random,0.8318098720292505,0.9345088161209067,0.8489702517162472,0.8896882494004796,0.8879134595381734,0.9664748806895356
CHEMBL4005,AP2+AP3,train,0.865686274509804,0.9681528662420382,0.8480472595996061,0.9041287613715885,0.9479528687541521,0.9821357387329517
CHEMBL4005,AP2+AP3,scaffold,0.7435897435897436,0.8770491803278688,0.7716346153846154,0.8209718670076727,0.8187130177514792,0.9346829850138318
CHEMBL4005,AP2+AP3,random,0.829981718464351,0.9343434343434344,0.8466819221967964,0.8883553421368547,0.8934054503848553,0.9700306507085998
