,mean,std
accuracy,0.7877870202999947,0.05575049603364863
precision,0.724211674790405,0.14460973370310104
recall,0.6965135855870808,0.105315945758677
f1,0.7070253742339971,0.11793266068522165
auroc,0.8064641431740814,0.04847011077103916
auprc,0.7707123071033514,0.14101487191666398
