target,fingerprint,split,mae,mse,rmse,r2
CHEMBL279,ECFP,train,0.5452320437159944,0.48408174474617427,0.69575983266223,0.6516377016198818
CHEMBL279,ECFP,scaffold,0.7191280951683446,0.789568319430572,0.8885765692558926,0.25051739097496495
CHEMBL279,ECFP,random,0.7378215824744387,0.8329755106859288,0.9126749205965554,0.17634947969494696
CHEMBL279,MACCS Keys,train,0.6126195376253989,0.5963704352260513,0.772250241324696,0.5708307992274468
CHEMBL279,MACCS Keys,scaffold,0.7631986395748007,0.8786418805536409,0.9373589923575923,0.16596601860757498
CHEMBL279,MACCS Keys,random,0.7331680967221947,0.8237000619606217,0.9075792317812378,0.18552109166991482
CHEMBL279,AP2,train,0.7179922295785804,0.8037034708422525,0.8964951036354033,0.4216266336060833
CHEMBL279,AP2,scaffold,0.7812986096072396,0.9340380707881262,0.9664564505388363,0.11338224572148481
CHEMBL279,AP2,random,0.7638789412180718,0.8611640669397711,0.9279892601424712,0.14847648855982154
CHEMBL279,AP3,train,0.710094962524285,0.7947452790086794,0.8914848731238683,0.428073264428962
CHEMBL279,AP3,scaffold,0.7699647207373295,0.9015540066709726,0.949501978234365,0.14421712159874767
CHEMBL279,AP3,random,0.7743195516167672,0.8791791217926813,0.9376455203288081,0.13066310855936414
CHEMBL279,AP2+AP3,train,0.6571236497051404,0.6870626031725036,0.8288923954123982,0.505565516217306
CHEMBL279,AP2+AP3,scaffold,0.757386913053346,0.8764871659776381,0.9362089328657562,0.16801134016162567
CHEMBL279,AP2+AP3,random,0.7597503393772701,0.858231193741985,0.9264076822554879,0.15137652884234565
