target,split,mae,mse,rmse,r2
CHEMBL5763,train,0.38830617531066364,0.25814158007033494,0.5080763525990311,0.7540800547555568
CHEMBL5763,scaffold,0.6345335547129313,0.7657965831937907,0.8750980420465988,0.3654650200279249
CHEMBL5763,random,0.5332656063186788,0.5007622235018816,0.7076455493408276,0.5400078747222629
