target,split,mae,mse,rmse,r2
CHEMBL279,train,0.36481671481716393,0.22519978631146573,0.47455219556068406,0.7827745765189484
CHEMBL279,scaffold,0.6483247267414929,0.6566946971595407,0.8103670138644222,0.37664513272899103
CHEMBL279,random,0.5741148828512302,0.6509916300069053,0.8068405232800998,0.3562960880712003
