target,split,mae,mse,rmse,r2
CHEMBL4005,train,0.41437753856182097,0.30519034888892693,0.5524403577662723,0.7433506746470995
CHEMBL4005,scaffold,0.6899088570486496,0.8146299218954708,0.902568513684956,0.30673170782048376
CHEMBL4005,random,0.5379410674672239,0.5471072815289092,0.7396670071923643,0.5366747646024156
