target,split,mae,mse,rmse,r2
CHEMBL4078,train,0.3462959507762584,0.19280191145849343,0.4390921446103237,0.8377535383360019
CHEMBL4078,scaffold,0.6151672179220824,0.5801938465197142,0.761704566429606,0.46388170463088607
CHEMBL4078,random,0.5381643166593326,0.5307198881351117,0.7285052423525253,0.5829080144744595
