target,split,mae,mse,rmse,r2
CHEMBL240,train,0.2904673941869143,0.14428039577498486,0.37984259341862237,0.7873826885139118
CHEMBL240,scaffold,0.5532191965373621,0.5665218276748633,0.7526764428855623,0.31332596801441215
CHEMBL240,random,0.5036030960258638,0.4648664264620862,0.6818111369448919,0.43087209265568205
