target,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL240,train,0.9643696162881754,0.8599033816425121,0.9925650557620818,0.9214840379637619,0.9967898540302118,0.9874228358902353
CHEMBL240,scaffold,0.8379373848987108,0.4563106796116505,0.5949367088607594,0.5164835164835165,0.8351429506765604,0.5820391892250601
CHEMBL240,random,0.8066298342541437,0.5,0.5333333333333333,0.5161290322580645,0.8036529680365297,0.4953313981696187
