target,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL4005,train,0.9411764705882353,0.9942806863176419,0.9266092660926609,0.9592529711375212,0.9922382496552239,0.9974700957750138
CHEMBL4005,scaffold,0.7728937728937729,0.8762886597938144,0.8173076923076923,0.845771144278607,0.8114182692307693,0.924259053777299
CHEMBL4005,random,0.8592321755027422,0.9347826086956522,0.88558352402746,0.9095182138660399,0.8832223840232996,0.9626774360945585
