target,split,accuracy,precision,recall,f1,auroc,auprc
CHEMBL279,train,0.9573283858998145,0.9992492492492493,0.9436370081531372,0.9706472196900638,0.9981877366331148,0.9994155803170295
CHEMBL279,scaffold,0.7059724349157733,0.8253275109170306,0.7714285714285715,0.7974683544303798,0.7315137097783899,0.8901401299222242
CHEMBL279,random,0.7018348623853211,0.908641975308642,0.6996197718631179,0.790547798066595,0.7401452590304183,0.9025546793395514
